,Phone Name,Rating ?/5,Number of Ratings,Back/Rare Camera,Front Camera,Processor,Price in INR,Date of Scraping,Company Name,Ram_size,Storage_size,Battery_size
1428,"Nokia 3.4 (Fjord BLUE, 64 GB)",4.0,585,13MP + 5MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 460 Processor,13999,2023-06-17,Nokia,4.0,64,4000
1429,"Nokia 5.1 Plus (Black, 32 GB)",4.3,176611,13MP + 5MP,8MP Front Camera,MediaTek Helio P60 Processor,13199,2023-06-17,Nokia,3.0,32,3060
1430,"Nokia C21 Plus (Warm Grey, 64 GB)",3.7,136,13MP + 2MP,5MP Front Camera,Octa Core Processor,12999,2023-06-17,Nokia,4.0,64,5050
1431,"Nokia C21 Plus (Warm Grey, 32 GB)",3.7,23,13MP + 2MP,5MP Front Camera,Octa Core Processor,10299,2023-06-17,Nokia,3.0,32,5050
1435,"Nokia C 30 (Green, 32 GB)",3.9,71,13MP + 2MP Dual Rear Camera,5MP Front Camera,Spreadtrum SC9863A Processor,8489,2023-06-17,Nokia,3.0,32,6000
1437,"Nokia 2.2 (Black, 16 GB)",4.0,3190,13MP Rear Camera,5MP Front Camera,MediaTek Helio A22 Processor,8599,2023-06-17,Nokia,2.0,16,3000
1438,"MOTOROLA G32 (Mineral Gray, 128 GB)",4.1,18985,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,11999,2023-06-17,MOTOROLA,8.0,128,5000
1439,"MOTOROLA e32 (Arctic Blue, 64 GB)",3.9,4645,50MP + 2MP,8MP Front Camera,Mediatek Helio G37 Processor,7999,2023-06-17,MOTOROLA,4.0,64,5000
1440,"MOTOROLA e13 (Cosmic Black, 64 GB)",4.0,25325,13MP Rear Camera,5MP Front Camera,Unisoc T606 Processor,7499,2023-06-17,MOTOROLA,4.0,64,5000
1441,"MOTOROLA G32 (Satin Silver, 128 GB)",4.1,18985,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,11999,2023-06-17,MOTOROLA,8.0,128,5000
1442,"MOTOROLA g13 (Matte Charcoal, 128 GB)",3.9,20903,50MP + 2MP + 2MP,8MP Front Camera,Helio G85 Processor,9999,2023-06-17,MOTOROLA,4.0,128,5000
1443,"MOTOROLA G62 5G (Frosted Blue, 128 GB)",4.1,31993,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 5G Processor,15499,2023-06-17,MOTOROLA,6.0,128,5000
1444,"MOTOROLA g13 (Lavender Blue, 128 GB)",3.9,20903,50MP + 2MP + 2MP,8MP Front Camera,Helio G85 Processor,9999,2023-06-17,MOTOROLA,4.0,128,5000
1445,"MOTOROLA e13 (Aurora Green, 64 GB)",4.0,25325,13MP Rear Camera,5MP Front Camera,Unisoc T606 Processor,7499,2023-06-17,MOTOROLA,4.0,64,5000
1446,"MOTOROLA e32 (Eco Black, 64 GB)",3.9,4645,50MP + 2MP,8MP Front Camera,Mediatek Helio G37 Processor,7999,2023-06-17,MOTOROLA,4.0,64,5000
1447,"MOTOROLA e13 (Creamy White, 64 GB)",4.0,25325,13MP Rear Camera,5MP Front Camera,Unisoc T606 Processor,7499,2023-06-17,MOTOROLA,4.0,64,5000
1448,"MOTOROLA G62 5G (Midnight Gray, 128 GB)",4.1,31993,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 5G Processor,15499,2023-06-17,MOTOROLA,6.0,128,5000
1449,"MOTOROLA g73 5G (Midnight Blue, 128 GB)",3.9,12722,50MP + 8MP,16MP Front Camera,Mediatek Dimensity 930 Processor,16999,2023-06-17,MOTOROLA,8.0,128,5000
1450,"MOTOROLA G62 5G (Midnight Gray, 128 GB)",4.1,14896,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 5G Processor,16499,2023-06-17,MOTOROLA,8.0,128,5000
1451,"MOTOROLA G62 5G (Frosted Blue, 128 GB)",4.1,14896,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 5G Processor,16499,2023-06-17,MOTOROLA,8.0,128,5000
1452,"MOTOROLA g73 5G (Lucent White, 128 GB)",3.9,12722,50MP + 8MP,16MP Front Camera,Mediatek Dimensity 930 Processor,16999,2023-06-17,MOTOROLA,8.0,128,5000
1455,"MOTOROLA Edge 40 (Eclipse Black, 256 GB)",4.3,1421,50MP + 13MP,32MP Front Camera,Dimensity 8020 Processor,29999,2023-06-17,MOTOROLA,8.0,256,4400
1456,"MOTOROLA e40 (Carbon Gray, 64 GB)",4.2,82711,48MP + 2MP + 2MP,8MP Front Camera,UNISOC T700 Processor,8999,2023-06-17,MOTOROLA,4.0,64,5000
1457,"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",4.1,6293,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 5G Processor,21499,2023-06-17,MOTOROLA,8.0,128,5000
1458,"MOTOROLA g31 (Baby Blue, 128 GB)",4.1,17253,50MP + 8MP + 2MP,13MP Front Camera,Mediatek Helio G85 Processor,12999,2023-06-17,MOTOROLA,6.0,128,5000
1459,"MOTOROLA g82 5G (White Lily, 128 GB)",4.1,6293,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 5G Processor,21499,2023-06-17,MOTOROLA,8.0,128,5000
1462,"MOTOROLA e22s (Eco Black, 64 GB)",3.9,275,16MP + 2MP,8MP Front Camera,Mediatek Helio G37 Processor,8315,2023-06-17,MOTOROLA,4.0,64,5000
1463,"MOTOROLA e13 (Cosmic Black, 64 GB)",4.0,3091,13MP Rear Camera,5MP Front Camera,Unisoc T606 Processor,6999,2023-06-17,MOTOROLA,2.0,64,5000
1464,"MOTOROLA g72 (Meteorite Grey, 128 GB)",4.1,16478,108MP + 8MP + 2MP,16MP Front Camera,Mediatek Helio G99 Processor,16999,2023-06-17,MOTOROLA,6.0,128,5000
1465,"MOTOROLA g72 (Polar Blue, 128 GB)",4.1,16478,108MP + 8MP + 2MP,16MP Front Camera,Mediatek Helio G99 Processor,16999,2023-06-17,MOTOROLA,6.0,128,5000
1466,"MOTOROLA g52 (Metallic White, 128 GB)",4.2,39803,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,13999,2023-06-17,MOTOROLA,6.0,128,5000
1467,"MOTOROLA g42 (Metallic Rose, 64 GB)",4.2,7176,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,13999,2023-06-17,MOTOROLA,4.0,64,5000
1468,"MOTOROLA e13 (Aurora Green, 64 GB)",4.0,3091,13MP Rear Camera,5MP Front Camera,Unisoc T606 Processor,6999,2023-06-17,MOTOROLA,2.0,64,5000
1469,"MOTOROLA Edge 40 (Lunar Blue, 256 GB)",4.3,1421,50MP + 13MP,32MP Front Camera,Dimensity 8020 Processor,29999,2023-06-17,MOTOROLA,8.0,256,4400
1470,"MOTOROLA G32 (Mineral Gray, 64 GB)",4.2,40241,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,10999,2023-06-17,MOTOROLA,4.0,64,5000
1471,"MOTOROLA g42 (Atlantic Green, 64 GB)",4.2,7176,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,11299,2023-06-17,MOTOROLA,4.0,64,5000
1472,"MOTOROLA Edge 30 Fusion (Cosmic grey, 128 GB)",4.3,3550,50MP + 13MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 888 + Processor,39999,2023-06-17,MOTOROLA,8.0,128,4400
1473,"MOTOROLA e13 (Creamy White, 64 GB)",4.0,3091,13MP Rear Camera,5MP Front Camera,Unisoc T606 Processor,6999,2023-06-17,MOTOROLA,2.0,64,5000
1474,"MOTOROLA g13 (Matte Charcoal, 64 GB)",3.9,20903,50MP + 2MP + 2MP,8MP Front Camera,Helio G85 Processor,9499,2023-06-17,MOTOROLA,4.0,64,5000
1475,"MOTOROLA Edge 30 (Meteor Grey, 128 GB)",4.1,6102,50MP + 50MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 778G Plus Processor,25999,2023-06-17,MOTOROLA,8.0,128,4020
1476,"MOTOROLA g42 (Atlantic Green, 64 GB)",4.2,7176,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,13999,2023-06-17,MOTOROLA,4.0,64,5000
1477,"MOTOROLA Edge 30 (Aurora Green, 128 GB)",4.1,6102,50MP + 50MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 778G Plus Processor,25999,2023-06-17,MOTOROLA,8.0,128,4020
1478,"MOTOROLA Edge 40 (Nebula Green, 256 GB)",4.3,1421,50MP + 13MP,32MP Front Camera,Dimensity 8020 Processor,29999,2023-06-17,MOTOROLA,8.0,256,4400
1479,"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)",4.3,3550,50MP + 13MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 888 + Processor,39999,2023-06-17,MOTOROLA,8.0,128,4400
1480,"MOTOROLA g22 (Cosmic Black, 64 GB)",3.8,33725,50MP + 8MP + 2MP + 2MP,16MP Front Camera,Mediatek Helio G37 Processor,10999,2023-06-17,MOTOROLA,4.0,64,5000
1481,"MOTOROLA Edge 30 Ultra (Interstellar Black, 256 GB)",4.2,559,200MP + 50MP + 12MP,60MP Front Camera,Qualcomm Snapdragon 8+ Gen 1 Processor,49999,2023-06-17,MOTOROLA,12.0,256,4610
1482,"MOTOROLA G60 (Dynamic Gray, 128 GB)",4.2,136250,108MP + 8MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 732G Processor,14999,2023-06-17,MOTOROLA,6.0,128,6000
1483,"MOTOROLA Edge 30 Ultra (Starlight White, 256 GB)",4.2,559,200MP + 50MP + 12MP,60MP Front Camera,Qualcomm Snapdragon 8+ Gen 1 Processor,49999,2023-06-17,MOTOROLA,12.0,256,4610
1484,"MOTOROLA g31 (Meteorite Grey, 64 GB)",4.2,40132,50MP + 8MP + 2MP,13MP Front Camera,Mediatek Helio G85 Processor,11999,2023-06-17,MOTOROLA,4.0,64,5000
1487,"MOTOROLA G32 (Satin Silver, 64 GB)",4.2,40241,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,10999,2023-06-17,MOTOROLA,4.0,64,5000
1489,"MOTOROLA e22s (Arctic Blue, 64 GB)",3.9,275,16MP + 2MP,8MP Front Camera,Mediatek Helio G37 Processor,9999,2023-06-17,MOTOROLA,4.0,64,5000
1490,"Moto G71 5G (Arctic Blue, 128 GB)",4.2,23711,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 Processor,17997,2023-06-17,MOTOROLA,6.0,128,5000
1491,"MOTOROLA edge 30 (Meteor Grey, 128 GB)",4.1,11025,50MP + 50MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 778G Plus Processor,24999,2023-06-17,MOTOROLA,6.0,128,4020
1493,"MOTOROLA Edge 30 Ultra (Interstellar Black, 128 GB)",4.3,1379,200MP + 50MP + 12MP,60MP Front Camera,Qualcomm Snapdragon 8+ Gen 1 Processor,44999,2023-06-17,MOTOROLA,8.0,128,4610
1494,"MOTOROLA G51 5G (Indigo Blue, 64 GB)",4.1,17931,50MP + 8MP + 2MP,13MP Front Camera,Qualcomm Snapdragon 480 Pro Processor,14999,2023-06-17,MOTOROLA,4.0,64,5000
1495,"MOTOROLA g22 (Iceberg Blue, 64 GB)",3.8,33725,50MP + 8MP + 2MP + 2MP,16MP Front Camera,Mediatek Helio G37 Processor,11099,2023-06-17,MOTOROLA,4.0,64,5000
1496,"MOTOROLA g31 (Baby Blue, 64 GB)",4.2,40132,50MP + 8MP + 2MP,13MP Front Camera,Mediatek Helio G85 Processor,11999,2023-06-17,MOTOROLA,4.0,64,5000
1497,"MOTOROLA Edge 30 Fusion (Viva Magenta, 128 GB)",4.3,3550,50MP + 13MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 888 + Processor,39999,2023-06-17,MOTOROLA,8.0,128,4400
1498,"Moto C Plus (Fine Gold, 16 GB)",4.2,365783,8MP Rear Camera,2MP Front Camera,Mediatek MTK6737 Quad Core 1.3Ghz Processor,6999,2023-06-17,MOTOROLA,2.0,16,4000
1499,"Moto C Plus (Starry Black, 16 GB)",4.2,365783,8MP Rear Camera,2MP Front Camera,Mediatek MTK6737 Quad Core 1.3Ghz Processor,6999,2023-06-17,MOTOROLA,2.0,16,4000
1500,"MOTOROLA G60 (Moonless, 128 GB)",4.2,136250,108MP + 8MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 732G Processor,15999,2023-06-17,MOTOROLA,6.0,128,6000
1501,"MOTOROLA g22 (Mint Green, 64 GB)",3.8,33725,50MP + 8MP + 2MP + 2MP,16MP Front Camera,Mediatek Helio G37 Processor,11099,2023-06-17,MOTOROLA,4.0,64,5000
1502,"MOTOROLA Edge 30 Ultra (Starlight White, 128 GB)",4.3,1379,200MP + 50MP + 12MP,60MP Front Camera,Qualcomm Snapdragon 8+ Gen 1 Processor,44999,2023-06-17,MOTOROLA,8.0,128,4610
1503,"MOTOROLA G40 Fusion (Dynamic Gray, 128 GB)",4.2,57540,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 732G Processor,12999,2023-06-17,MOTOROLA,6.0,128,6000
1504,"MOTOROLA edge 30 (Aurora Green, 128 GB)",4.1,11025,50MP + 50MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 778G Plus Processor,24999,2023-06-17,MOTOROLA,6.0,128,4020
1505,"MOTOROLA G40 Fusion (Frosted Champagne, 128 GB)",4.2,57540,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 732G Processor,19999,2023-06-17,MOTOROLA,6.0,128,6000
1506,"Moto G8 Plus (Cosmic Blue, 64 GB)",4.3,11315,48MP + 5MP + 16MP,25MP Front Camera,Qualcomm Snapdragon 665 Processor,15999,2023-06-17,MOTOROLA,4.0,64,4000
1507,"MOTOROLA Edge 20 5G (Frosted Onyx, 128 GB)",4.1,9496,108MP + 8MP + 16MP,32MP Front Camera,Qualcomm Snapdragon 778G Processor,34999,2023-06-17,MOTOROLA,8.0,128,4000
1508,"MOTOROLA Edge 30 Pro (Stardust White, 128 GB)",4.0,1986,50MP + 50MP + 2MP,60MP Front Camera,Qualcomm Snapdragon 8 Gen 1 Processor,34999,2023-06-17,MOTOROLA,8.0,128,4800
1509,"MOTOROLA g52 (Charcoal Grey, 64 GB)",4.2,16775,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,11249,2023-06-17,MOTOROLA,4.0,64,5000
1510,"MOTOROLA g52 (Charcoal Grey, 128 GB)",4.2,39803,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,13999,2023-06-17,MOTOROLA,6.0,128,5000
1511,"MOTOROLA g82 5G(White Lily, 128 GB)",4.2,8683,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 5G Processor,19999,2023-06-17,MOTOROLA,6.0,128,5000
1512,"MOTOROLA e40 (Pink Clay, 64 GB)",4.2,82711,48MP + 2MP + 2MP,8MP Front Camera,UNISOC T700 Processor,8999,2023-06-17,MOTOROLA,4.0,64,5000
1514,"MOTOROLA G51 5G (Bright Silver, 64 GB)",4.1,17931,50MP + 8MP + 2MP,13MP Front Camera,Qualcomm Snapdragon 480 Pro Processor,14999,2023-06-17,MOTOROLA,4.0,64,5000
1517,"MOTOROLA Edge 20 Fusion 5G (Electric Graphite, 128 GB)",4.0,20231,108MP + 8MP + 2MP,32MP Front Camera,MediaTek Dimensity 800U Processor,18999,2023-06-17,MOTOROLA,6.0,128,5000
1518,"Moto G71 5G (Neptune Green, 128 GB)",4.2,23711,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 Processor,16999,2023-06-17,MOTOROLA,6.0,128,5000
1519,"Moto C Plus (Pearl White, 16 GB)",4.2,365783,8MP Rear Camera,2MP Front Camera,Mediatek MTK6737 Quad Core 1.3Ghz Processor,6999,2023-06-17,MOTOROLA,2.0,16,4000
1520,"MOTOROLA E7 Power (Tahiti Blue, 32 GB)",4.1,10429,13MP + 2MP,5MP Front Camera,MediaTek Helio G25 Processor,6999,2023-06-17,MOTOROLA,2.0,32,5000
1521,"MOTOROLA Edge 20 Pro 5G (Midnight Sky, 128 GB)",4.0,4077,108MP + 16MP + 8MP,32MP Front Camera,Qualcomm Snapdragon 870 5G (SM8250-AC) Processor,29999,2023-06-17,MOTOROLA,8.0,128,4500
1522,"MOTOROLA Edge 20 Fusion 5G (Electric Graphite, 128 GB)",4.1,12081,108MP + 8MP + 2MP,32MP Front Camera,MediaTek Dimensity 800U Processor,20999,2023-06-17,MOTOROLA,8.0,128,5000
1523,"MOTOROLA G40 Fusion (Dynamic Gray, 64 GB)",4.2,33301,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 732G Processor,10999,2023-06-17,MOTOROLA,4.0,64,6000
1524,"MOTOROLA g82 5G (Meterorite Grey, 128 GB)",4.2,8683,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 5G Processor,19999,2023-06-17,MOTOROLA,6.0,128,5000
1525,"MOTOROLA Edge 20 Fusion 5G (Cyber Teal, 128 GB)",4.1,12081,108MP + 8MP + 2MP,32MP Front Camera,MediaTek Dimensity 800U Processor,20999,2023-06-17,MOTOROLA,8.0,128,5000
1526,"MOTOROLA Edge 20 Fusion 5G (Cyber Teal, 128 GB)",4.0,20231,108MP + 8MP + 2MP,32MP Front Camera,MediaTek Dimensity 800U Processor,18999,2023-06-17,MOTOROLA,6.0,128,5000
1527,"Moto E6s (Polished Graphite, 64 GB)",4.1,79189,13MP + 2MP,8MP Front Camera,MediaTek Helio P22 Processor,7499,2023-06-17,MOTOROLA,4.0,64,3000
1528,"Moto G 5G (Frosted Silver, 128 GB)",4.2,14883,48MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 750G Processor,24999,2023-06-17,MOTOROLA,6.0,128,5000
1529,"MOTOROLA G60 (Frosted Champagne, 128 GB)",4.2,136250,108MP + 8MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 732G Processor,14999,2023-06-17,MOTOROLA,6.0,128,6000
1530,"MOTOROLA G10 Power (Breeze Blue, 64 GB)",4.2,61705,48MP + 8MP + 2MP + 2MP,8MP Front Camera,Snapdragon 460 Processor,9999,2023-06-17,MOTOROLA,4.0,64,6000
1531,"MOTOROLA G10 Power (Aurora Grey, 64 GB)",4.2,61705,48MP + 8MP + 2MP + 2MP,8MP Front Camera,Snapdragon 460 Processor,9999,2023-06-17,MOTOROLA,4.0,64,6000
1532,"MOTOROLA e32s (Misty Silver, 64 GB)",3.9,1603,16MP + 2MP + 2MP,8MP Front Camera,Mediatek Helio G37 Processor,9999,2023-06-17,MOTOROLA,4.0,64,5000
1533,"MOTOROLA g52 (Metallic White, 64 GB)",4.2,16775,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,11249,2023-06-17,MOTOROLA,4.0,64,5000
1548,"OnePlus Nord (Blue Marble, 256 GB)",0.0,0,48MP + 8MP,32MP + 8MP Dual Front Camera,Qualcomm® Snapdragon™ 765G Processor,26990,2023-06-17,OnePlus,12.0,256,4115
1549,"OnePlus Nord (Gray Onyx, 256 GB)",0.0,0,48MP + 8MP,32MP + 8MP Dual Front Camera,Qualcomm® Snapdragon™ 765G Processor,26990,2023-06-17,OnePlus,12.0,256,4115
1550,"OnePlus Nord (Blue Marble, 128 GB)",0.0,0,48MP + 8MP,32MP + 8MP Dual Front Camera,Qualcomm® Snapdragon™ 765G Processor,24990,2023-06-17,OnePlus,8.0,128,4115
1551,"OnePlus Nord (Gray Onyx, 128 GB)",0.0,0,48MP + 8MP,32MP + 8MP Dual Front Camera,Qualcomm® Snapdragon™ 765G Processor,24990,2023-06-17,OnePlus,8.0,128,4115
1552,"OnePlus Nord (Gray Onyx, 64 GB)",0.0,0,48MP + 8MP,32MP + 8MP Dual Front Camera,Qualcomm® Snapdragon™ 765G Processor,22990,2023-06-17,OnePlus,6.0,64,4115
1562,"OnePlus 6T (Mirror Black, 128 GB)",4.5,24,16 MP + 20 MP,16MP Front Camera,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,20990,2023-06-17,OnePlus,6.0,128,3700
1567,"OnePlus 8 (Glacial Green, 128 GB)",4.5,442,48MP + 2MP + 16MP,16MP Front Camera,Qualcomm Snapdragon 865 Processor,34990,2023-06-17,OnePlus,8.0,128,4300
1570,"OnePlus 8 (Onyx Black, 128 GB)",4.5,442,48MP + 2MP + 16MP,16MP Front Camera,Qualcomm Snapdragon 865 Processor,34990,2023-06-17,OnePlus,8.0,128,4300
1578,"OnePlus 7 Pro (Mirror Grey, 128 GB)",4.5,305,48 MP + 8 MP + 16 MP,16MP Front Camera,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,30990,2023-06-17,OnePlus,6.0,128,4000
1599,"OnePlus Nord (Blue Marble, 64 GB)",0.0,0,48MP + 8MP,32MP + 8MP Dual Front Camera,Qualcomm® Snapdragon™ 765G Processor,23999,2023-06-17,OnePlus,6.0,64,4115
1607,"OnePlus 7 Pro (Nebula Blue, 256 GB)",4.6,103,48 MP + 8 MP + 16 MP,16MP Front Camera,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,50330,2023-06-17,OnePlus,12.0,256,4000
1609,"OnePlus 6T (Midnight Black, 128 GB)",4.5,125,16 MP + 20 MP,16MP Front Camera,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,31998,2023-06-17,OnePlus,8.0,128,3700
1614,"OnePlus 7 Pro (Almond, 256 GB)",4.5,1364,48 MP + 8 MP + 16 MP,16MP Front Camera,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,44744,2023-06-17,OnePlus,8.0,256,4000
1616,"OnePlus 7T (Frosted Silver, 256 GB)",4.6,9598,48 MP + 12 MP + 16 MP,16MP Front Camera,Qualcomm® Snapdragon™ 855 Plus Processor,38500,2023-06-17,OnePlus,8.0,256,3800
1617,"OnePlus 7T (Glacier Blue, 256 GB)",4.6,9598,48 MP + 12 MP + 16 MP,16MP Front Camera,Qualcomm® Snapdragon™ 855 Plus Processor,35999,2023-06-17,OnePlus,8.0,256,3800
1618,"OnePlus 7T (Glacier Blue, 128 GB)",4.6,9598,48 MP + 12 MP + 16 MP,16MP Front Camera,Qualcomm® Snapdragon™ 855 Plus Processor,32999,2023-06-17,OnePlus,8.0,128,3800
1624,"OnePlus 7 Pro (Mirror Grey, 256 GB)",4.5,1364,48 MP + 8 MP + 16 MP,16MP Front Camera,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,32990,2023-06-17,OnePlus,8.0,256,4000
1625,"OnePlus 7 Pro (Nebula Blue, 256 GB)",4.5,1364,48 MP + 8 MP + 16 MP,16MP Front Camera,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,31990,2023-06-17,OnePlus,8.0,256,4000
1644,"OnePlus 7T Pro (Haze Blue, 256 GB)",4.5,818,48MP +8MP+16MP,16MP Dual Front Camera,"Qualcomm® Snapdragon™ 855 Plus (Octa-core, 7nm, up to 2.96 GHz) , with Qualcomm AI Engine Processor",34999,2023-06-17,OnePlus,8.0,256,4085
1653,"OnePlus 7T Pro Mclaren Limited Edition (Papaya Orange, 256 GB)",4.4,8,48MP Rear Camera,8MP Front Camera,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,50900,2023-06-17,OnePlus,12.0,256,4085
1654,"Huawei Y9 Prime 2019 (Sapphire Blue, 128 GB)",4.3,1127,16MP + 8MP + 2MP,16MP Front Camera,HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor,19990,2023-06-17,Huawei,4.0,128,4000
1655,"Huawei P9 (Mystic Silver, 32 GB)",4.5,829,12MP + 12MP,8MP Front Camera,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Processor,39999,2023-06-17,Huawei,3.0,32,3000
1656,"Huawei P9 (Prestige Gold, 32 GB)",4.5,829,12MP + 12MP,8MP Front Camera,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Octa Core 2.5GHz Processor,39999,2023-06-17,Huawei,3.0,32,3000
1657,"Huawei Ascend Y600 (White, 4 GB)",2.6,5,5MP Rear Camera,0.3MP Front Camera,MediaTek MT6572 Processor,9990,2023-06-17,Huawei,512.0,4,2100
1658,"Huawei P30 Lite (Peacock Blue, 128 GB)",4.6,11,24MP + 8MP + 2MP,32MP Front Camera,Kirin 710 Processor,25990,2023-06-17,Huawei,6.0,128,3340
1659,"Nexus 6P Special Edition (Gold, 64 GB)",4.3,1205,12.3MP Rear Camera,8MP Front Camera,Qualcomm Snapdragon 810 v2.1 64-bit Processor,42998,2023-06-17,Nexus,3.0,64,3450
1660,"Huawei Ascend G700 (White, 8 GB)",4.4,257,8MP Rear Camera,1.3MP Front Camera,MT6589 Processor,16500,2023-06-17,Huawei,2.0,8,2150
1661,"Huawei Honor 3X (White, 8 GB)",3.9,24,13MP Rear Camera,5MP Front Camera,1 Year for Mobile & 6 Months for Accessories,25999,2023-06-17,Huawei,2.0,8,3000
1662,"Nexus 6P (Silver, 64 GB)",4.5,4082,12.3MP Rear Camera,8MP Front Camera,Qualcomm Snapdragon 810 v2.1 64-bit Processor,42999,2023-06-17,Nexus,3.0,64,3450
1663,"Nexus 6P (Grey, 32 GB)",4.5,4082,12.3MP Rear Camera,8MP Front Camera,Qualcomm Snapdragon 810 v2.1 64-bit Processor,39999,2023-06-17,Nexus,3.0,32,3450
1664,"Huawei AscendG730 (White, 4 GB)",4.2,18,5MP Rear Camera,0.3MP Front Camera,Cortex-A7 Processor,14990,2023-06-17,Huawei,1.0,4,2300
1666,"Huawei Y9 Prime 2019 (Emerald Green, 128 GB)",4.3,1127,16MP + 8MP + 2MP,16MP Front Camera,HiSilicon Kirin 710F AI Chipset with Dual-NPU Processor,19990,2023-06-17,Huawei,4.0,128,4000
1667,"Huawei P9 (Titanium Grey, 32 GB)",4.5,829,12MP + 12MP,8MP Front Camera,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Processor,39999,2023-06-17,Huawei,3.0,32,3000
1668,"Alcatel U5 HD (Metallic Black, 16 GB)",3.6,1184,13MP Rear Camera,8MP Front Camera,MTK6737 Processor,6499,2023-06-17,Alcatel,2.0,16,2200
1669,"Alcatel Idol 4 (Dark Grey, 16 GB)",3.7,244,13MP Rear Camera,8MP Front Camera,MSM8952 Processor,16999,2023-06-17,Alcatel,3.0,16,2610
1670,"Alcatel U5 HD (Metallic Gold, 16 GB)",3.6,1184,13MP Rear Camera,8MP Front Camera,MTK6737 Processor,6499,2023-06-17,Alcatel,2.0,16,2200
1672,"Alcatel Pixi 4 (6) 4G (Metal Gold, 16 GB)",4.4,9,8MP Rear Camera,5MP Front Camera,MSM8909 Processor,9499,2023-06-17,Alcatel,1.5,16,2580
1677,Alcatel OT 5020E (4 GB),4.0,2,5MP Rear Camera,0.3MP Front Camera,1 Year for Mobile & 6 Months for Accessories,7699,2023-06-17,Alcatel,512.0,4,1500
1682,"Alcatel 5V (Spectrum Blue, 32 GB)",4.1,297,16MP Rear Camera,13MP Front Camera,Brand Warranty of 18 Months Available for Mobile,3799,2023-06-17,Alcatel,3.0,32,4000
