,Phone Name,Rating ?/5,Number of Ratings,Back/Rare Camera,Front Camera,Processor,Price in INR,Date of Scraping,Company Name,Ram_size,Storage_size,Battery_size
661,"SAMSUNG Galaxy A04e (Light Blue, 128 GB)",4.2,40,13MP + 2MP,5MP Front Camera,Mediatek Helio P35 Processor,11499,2023-06-17,SAMSUNG,4.0,128,5000
662,"SAMSUNG Galaxy A04 (Green, 128 GB)",4.0,46,50MP + 2MP,5MP Front Camera,Mediatek Helio P35 Processor,12999,2023-06-17,SAMSUNG,4.0,128,5000
664,"SAMSUNG Galaxy S23 Plus 5G (Cream, 512 GB)",4.5,140,50MP + 10MP + 12MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,104999,2023-06-17,SAMSUNG,8.0,512,4700
665,"SAMSUNG Galaxy A04s (Black, 128 GB)",4.1,74,50MP + 50MP + 2MP + 2MP,5MP Front Camera,Exynos Octa Core Processor Processor,13499,2023-06-17,SAMSUNG,4.0,128,5000
667,"SAMSUNG Galaxy A12 (White, 128 GB)",4.1,1353,48MP + 5MP + 2MP + 2MP,8MP Front Camera,Exynos 850 (S5E3830) Processor,17999,2023-06-17,SAMSUNG,6.0,128,5000
668,"SAMSUNG Galaxy A73 5G (Awesome Gray, 256 GB)",4.2,1636,108MP + 12MP + 5MP + 5MP,32MP Front Camera,Qualcomm Snapdragon 778G Processor,39930,2023-06-17,SAMSUNG,8.0,256,5000
670,"SAMSUNG Galaxy A34 5G (Awesome Violet, 128 GB)",4.4,16,48MP + 8MP + 5MP,13MP Front Camera,"Dimensity 1080, Octa Core Processor",30999,2023-06-17,SAMSUNG,6.0,128,5000
671,"SAMSUNG Galaxy A22 (Black, 128 GB)",4.2,1129,48MP + 8MP + 2MP + 2MP,13MP Front Camera,MediaTek Helio G80 (MT6769V) Processor,18450,2023-06-17,SAMSUNG,6.0,128,5000
672,"SAMSUNG Galaxy A13 (Black, 128 GB)",4.1,859,50MP + 5MP + 2MP + 2MP,8MP Front Camera,Exynos Octa Core Processor,14999,2023-06-17,SAMSUNG,4.0,128,5000
673,"SAMSUNG Galaxy S23 Ultra 5G (Phantom Black, 512 GB)",4.3,720,200MP + 10MP + 12MP + 10MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,134999,2023-06-17,SAMSUNG,12.0,512,5000
674,"SAMSUNG Galaxy S23 Ultra 5G (Green, 512 GB)",4.3,720,200MP + 10MP + 12MP + 10MP,12MP Front Camera,Qualcomm Snapdragon 8 Gen 2 Processor,134999,2023-06-17,SAMSUNG,12.0,512,5000
675,"SAMSUNG Galaxy S22 5G (Phantom Black, 256 GB)",4.3,295,50MP + 12MP + 10MP,10MP Front Camera,Octa Core Processor,72999,2023-06-17,SAMSUNG,8.0,256,3700
676,"SAMSUNG Galaxy Z Flip4 5G (Graphite, 256 GB)",3.7,200,12MP + 12MP,10MP Front Camera,Qualcomm Snapdragon 8+ Gen 1 Processor,94999,2023-06-17,SAMSUNG,8.0,256,3700
677,"SAMSUNG Galaxy S22 5G (Green, 128 GB)",4.3,295,50MP + 12MP + 10MP,10MP Front Camera,Octa Core Processor,51990,2023-06-17,SAMSUNG,8.0,128,3700
678,"SAMSUNG Galaxy A53 (Awesome Black, 256 GB)",4.1,1558,64MP + 12MP + 5MP + 5MP,32MP Front Camera,Exynos Octa Core Processor Processor,42999,2023-06-17,SAMSUNG,8.0,256,5000
679,"SAMSUNG Galaxy S22 5G (Phantom Black, 128 GB)",4.3,295,50MP + 12MP + 10MP,10MP Front Camera,Octa Core Processor,51490,2023-06-17,SAMSUNG,8.0,128,3700
680,"SAMSUNG Galaxy A04e (Copper, 128 GB)",4.2,40,13MP + 2MP,5MP Front Camera,Mediatek Helio P35 Processor,11499,2023-06-17,SAMSUNG,4.0,128,5000
681,"SAMSUNG Galaxy S9 (Coral Blue, 64 GB)",4.4,30827,12MP Rear Camera,8MP Front Camera,Exynos 9810 Processor,62500,2023-06-17,SAMSUNG,4.0,64,3000
682,"SAMSUNG Galaxy A33 (Awesome Peach, 128 GB)",4.1,1044,48MP + 8MP + 5MP + 2MP,13MP Front Camera,Exynos 1280 Processor,27995,2023-06-17,SAMSUNG,8.0,128,5000
684,"SAMSUNG Galaxy A33 (Awesome Black, 128 GB)",4.1,1044,48MP + 8MP + 5MP + 2MP,13MP Front Camera,Exynos 1280 Processor,27499,2023-06-17,SAMSUNG,8.0,128,5000
686,"SAMSUNG Galaxy M32 5G (Sky Blue, 128 GB)",4.2,1467,48MP + 8MP + 5MP + 2MP,13MP Front Camera,Dimensity 720 5G Processor,17990,2023-06-17,SAMSUNG,8.0,128,5000
687,"SAMSUNG M32 5G (Slate Black, 128 GB)",4.1,3940,48MP + 8MP + 5MP + 2MP,13MP Front Camera,Dimensity 720 5G Processor,16900,2023-06-17,SAMSUNG,6.0,128,5000
688,"SAMSUNG Galaxy M02 (Blue, 32 GB)",4.0,1817,13MP + 2MP,5MP Front Camera,MediaTek MT6739 Processor,8487,2023-06-17,SAMSUNG,3.0,32,5000
689,"SAMSUNG Galaxy A21s (Blue, 64 GB)",4.2,10468,48MP + 8MP + 2MP + 2MP,13MP Front Camera,Exynos 850 Octa Core Processor,19998,2023-06-17,SAMSUNG,6.0,64,5000
690,"SAMSUNG Galaxy F12 (Sea Green, 128 GB)",4.3,300403,48MP + 5MP + 2MP + 2MP,8MP Front Camera,Exynos 850 Processor,11499,2023-06-17,SAMSUNG,4.0,128,6000
693,"SAMSUNG Galaxy F02s (Diamond Black, 32 GB)",4.2,4546,13MP + 2MP + 2MP,5MP Front Camera,Qualcomm Snapdragon 450 (SDM450-F01) Processor,9499,2023-06-17,SAMSUNG,3.0,32,5000
694,"SAMSUNG Galaxy A71 (Haze Crush Silver, 128 GB)",4.4,7289,64MP + 12MP + 5MP + 5MP,32MP Front Camera,Qualcomm SM7150 Processor,29499,2023-06-17,SAMSUNG,8.0,128,4500
698,"SAMSUNG Galaxy A22 (Black, 128 GB)",4.2,1129,48MP Rear Camera,13MP Front Camera,1 Year,16999,2023-06-17,SAMSUNG,6.0,128,5000
699,"SAMSUNG M02s (Blue, 32 GB)",4.2,1300,13MP + 2MP + 2MP,5MP Front Camera,Qualcomm Snapdragon 450 Processor,9176,2023-06-17,SAMSUNG,3.0,32,5000
701,"SAMSUNG Galaxy A03 (Blue, 64 GB)",4.1,193,48MP + 2MP,5MP Front Camera,Unisoc UMS9230 Processor,11499,2023-06-17,SAMSUNG,4.0,64,5000
702,"SAMSUNG Galaxy F02s (Diamond Blue, 32 GB)",4.2,4546,13MP + 2MP + 2MP,5MP Front Camera,Qualcomm Snapdragon 450 (SDM450-F01) Processor,9499,2023-06-17,SAMSUNG,3.0,32,5000
703,"SAMSUNG Galaxy A21s (Black, 64 GB)",4.2,23004,48MP + 8MP + 2MP + 2MP,13MP Front Camera,Exynos 850 Octa Core Processor,17998,2023-06-17,SAMSUNG,4.0,64,5000
704,"SAMSUNG Galaxy M02 (Red, 32 GB)",4.0,1429,13MP + 2MP,5MP Front Camera,MediaTek MT6739 Processor,7766,2023-06-17,SAMSUNG,2.0,32,5000
707,"SAMSUNG Galaxy A13 (White, 64 GB)",4.1,859,50MP + 5MP + 2MP + 2MP,8MP Front Camera,Exynos Octa Core Processor,14499,2023-06-17,SAMSUNG,4.0,64,5000
710,"SAMSUNG Galaxy A21s (Black, 64 GB)",4.2,10468,48MP + 8MP + 2MP + 2MP,13MP Front Camera,Exynos 850 Octa Core Processor,19998,2023-06-17,SAMSUNG,6.0,64,5000
712,"SAMSUNG Galaxy A53 (Awesome Blue, 128 GB)",4.1,1558,64MP + 12MP + 5MP + 5MP,32MP Front Camera,Exynos Octa Core Processor Processor,33499,2023-06-17,SAMSUNG,8.0,128,5000
713,"SAMSUNG M31 (Ocean Blue, 128 GB)",4.3,7505,64MP + 8MP + 5MP + 5MP,32MP Front Camera,Samsung Exynos 9 Octa 9611 Processor,16590,2023-06-17,SAMSUNG,6.0,128,6000
715,"SAMSUNG M01 core (Blue, 32 GB)",3.9,10124,8MP Rear Camera,5MP Front Camera,MediaTek | MT6739WW quad core Processor,6060,2023-06-17,SAMSUNG,2.0,32,3000
717,"SAMSUNG Galaxy F02s (Diamond White, 64 GB)",4.2,4594,13MP + 2MP + 2MP,5MP Front Camera,Qualcomm Snapdragon 450 (SDM450-F01) Processor,11499,2023-06-17,SAMSUNG,4.0,64,5000
721,"SAMSUNG Galaxy F62 (Laser Blue, 128 GB)",4.3,31001,64MP + 12MP + 5MP + 5MP,32MP Front Camera,Exynos 9825 Processor,25999,2023-06-17,SAMSUNG,8.0,128,7000
722,"SAMSUNG Galaxy M11 (Violet, 32 GB)",4.2,10712,13MP + 5MP + 2MP,8MP Front Camera,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,10999,2023-06-17,SAMSUNG,3.0,32,5000
723,"SAMSUNG Galaxy A12 (Blue, 128 GB)",4.1,1353,48MP + 5MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G35 (MT6765G) Processor,17999,2023-06-17,SAMSUNG,6.0,128,5000
726,"SAMSUNG Galaxy A2 Core (Blue, 16 GB)",4.2,3351,5MP Rear Camera,5MP Front Camera,Exynos 7870 Processor,5900,2023-06-17,SAMSUNG,1.0,16,2600
727,"SAMSUNG Galaxy A21s (White, 64 GB)",4.2,23004,48MP + 8MP + 2MP + 2MP,13MP Front Camera,Exynos 850 Octa Core Processor,13999,2023-06-17,SAMSUNG,4.0,64,5000
730,"SAMSUNG Galaxy A52 (Awesome Violet, 128 GB)",4.3,1303,64MP + 12MP + 5MP + 5MP,32MP Front Camera,Qualcomm Snapdragon 720G Processor,31998,2023-06-17,SAMSUNG,8.0,128,4500
731,"SAMSUNG Galaxy On Nxt (Black, 16 GB)",4.3,365632,13MP Rear Camera,8MP Front Camera,Exynos 7870 Octa Core 1.6 GHz Processor,11200,2023-06-17,SAMSUNG,3.0,16,3300
732,"SAMSUNG Galaxy M02 (Gray, 32 GB)",4.0,1817,13MP + 2MP,5MP Front Camera,MediaTek MT6739 Processor,8298,2023-06-17,SAMSUNG,3.0,32,5000
733,"SAMSUNG Galaxy A52 (Awesome Black, 128 GB)",4.3,2204,64MP + 12MP + 5MP + 5MP,32MP Front Camera,Qualcomm Snapdragon 720G Processor,30498,2023-06-17,SAMSUNG,6.0,128,4500
734,"SAMSUNG Galaxy M30S (Black, 128 GB)",4.3,4323,48MP + 8MP,16MP Front Camera,1 Year Manufacturer Warranty,15999,2023-06-17,SAMSUNG,4.0,128,6000
737,"SAMSUNG M02s (Black, 64 GB)",4.2,1252,13MP + 2MP + 2MP,5MP Front Camera,Qualcomm Snapdragon 450 Processor,10190,2023-06-17,SAMSUNG,4.0,64,5000
738,"SAMSUNG Galaxy A12 (Black, 128 GB)",4.1,1353,48MP + 5MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio P35 (MT6765) Processor,17999,2023-06-17,SAMSUNG,6.0,128,5000
739,"SAMSUNG Galaxy F02s (Diamond White, 32 GB)",4.2,4546,13MP + 2MP + 2MP,5MP Front Camera,Qualcomm Snapdragon 450 (SDM450-F01) Processor,10499,2023-06-17,SAMSUNG,3.0,32,5000
740,"SAMSUNG Galaxy A20s (Blue, 32 GB)",4.3,1234,13MP + 8MP + 5MP,8MP Front Camera,Qualcomm SDM450-B01 Processor,12900,2023-06-17,SAMSUNG,3.0,32,4000
741,"SAMSUNG M01 core (Black, 16 GB)",3.9,8485,8MP Rear Camera,5MP Front Camera,MediaTek | MT6739WW quad core Processor,5499,2023-06-17,SAMSUNG,1.0,16,3000
742,"SAMSUNG Galaxy A34 5G (Awesome Silver, 256 GB)",4.2,715,48MP + 8MP + 5MP,13MP Front Camera,"Dimensity 1080, Octa Core Processor",32999,2023-06-17,SAMSUNG,8.0,256,5000
743,"SAMSUNG Galaxy A21s (Silver, 128 GB)",4.2,10468,48MP + 8MP + 2MP + 2MP,13MP Front Camera,Exynos 850 Octa Core Processor,18999,2023-06-17,SAMSUNG,6.0,128,5000
744,"OPPO A17 (Lake Blue, 64 GB)",4.4,6810,50MP + 0.3MP + 0.3MP,5MP Front Camera,Mediatek Helio G35 Processor,12499,2023-06-17,OPPO,4.0,64,5000
745,"OPPO A17k (Blue, 64 GB)",4.5,5055,8MP Rear Camera,5MP Front Camera,Mediatek Helio P35 Processor,9499,2023-06-17,OPPO,3.0,64,5000
746,"OPPO A17 (Sunlight Orange, 64 GB)",4.4,6810,50MP + 0.3MP + 0.3MP,5MP Front Camera,Mediatek Helio G35 Processor,12499,2023-06-17,OPPO,4.0,64,5000
747,"OPPO A17 (Midnight Black, 64 GB)",4.4,6810,50MP + 0.3MP + 0.3MP,5MP Front Camera,Mediatek Helio G35 Processor,12499,2023-06-17,OPPO,4.0,64,5000
748,"OPPO A77s (Sunset Orange, 128 GB)",4.3,879,50MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 680 Processor,16499,2023-06-17,OPPO,8.0,128,5000
749,"OPPO A17 (Lake Blue, 64 GB)",4.4,6810,50MP + 0.3MP,5MP Front Camera,Mediatek Helio G35 Processor,11929,2023-06-17,OPPO,4.0,64,5000
750,"OPPO A77s (Starry Black, 128 GB)",4.3,879,50MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 680 Processor,16499,2023-06-17,OPPO,8.0,128,5000
751,"OPPO Reno8T 5G (Sunrise Gold, 128 GB)",4.3,9921,108MP + 2MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 695 Processor,29999,2023-06-17,OPPO,8.0,128,4800
752,"OPPO Reno8T 5G (Midnight Black, 128 GB)",4.3,9921,108MP + 2MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 695 Processor,29999,2023-06-17,OPPO,8.0,128,4800
755,"OPPO A17K (Navy Blue, 64 GB)",4.5,5055,8MP Rear Camera,5MP Front Camera,Mediatek Helio G35 Processor,9820,2023-06-17,OPPO,3.0,64,5000
756,"OPPO A17k (Navy Blue, 64 GB)",4.5,5055,8MP Rear Camera,5MP Front Camera,Mediatek Helio P35 Processor,9499,2023-06-17,OPPO,3.0,64,5000
757,"OPPO A17k (Gold, 64 GB)",4.5,5055,8MP Rear Camera,5MP Front Camera,Mediatek Helio P35 Processor,9499,2023-06-17,OPPO,3.0,64,5000
759,"OPPO F21S PRO (Dawnlight Gold, 128 GB)",4.1,511,64MP + 2MP + 2MP,32MP + 2MP Dual Front Camera,Qualcomm SM6225 Snapdragon 680 4G (6 nm) Processor,21699,2023-06-17,OPPO,8.0,128,4500
760,"OPPO Reno8 5G (Shimmer Gold, 128 GB)",4.3,37318,50MP + 8MP + 2MP,32MP Front Camera,Mediatek Dimensity 1300 Processor,29999,2023-06-17,OPPO,8.0,128,4500
761,"OPPO A17K (Gold, 64 GB)",4.5,5055,8MP Rear Camera,5MP Front Camera,MTK Helio G35 Processor,9349,2023-06-17,OPPO,3.0,64,5000
762,"OPPO A15 (Mystery Blue, 32 GB)",4.3,2203,13MP + 2MP + 2MP,5MP Front Camera,MediaTek Helio P35 (MT6765) Processor,11990,2023-06-17,OPPO,3.0,32,4230
763,"OPPO A15 (Dynamic Black, 32 GB)",4.3,2203,13MP + 2MP + 2MP,5MP Front Camera,MediaTek Helio P35 (MT6765) Processor,9490,2023-06-17,OPPO,3.0,32,4230
764,"OPPO Reno8 5G (Shimmer Black, 128 GB)",4.3,37318,50MP + 8MP + 2MP,32MP Front Camera,Mediatek Dimensity 1300 Processor,29999,2023-06-17,OPPO,8.0,128,4500
765,"OPPO A57 (Glowing Green, 64 GB)",4.4,3001,13MP + 2MP,8MP Front Camera,Mediatek Helio G35 Processor,13999,2023-06-17,OPPO,4.0,64,5000
766,"OPPO F21s Pro 5G (Starlight Black, 128 GB)",4.2,790,64MP + 2MP + 2MP,16MP + 2MP Dual Front Camera,Qualcomm SM6225 Snapdragon 680 4G (6 nm) Processor,24497,2023-06-17,OPPO,8.0,128,4500
767,"OPPO F21s Pro 5G (Dawnlight Gold, 128 GB)",4.2,790,64MP + 64MP + 2MP + 2MP,16MP Dual Front Camera,12 months,25388,2023-06-17,OPPO,8.0,128,4500
768,"OPPO A57 (Glowing Black, 64 GB)",4.4,3001,13MP + 2MP,8MP Front Camera,Mediatek Helio G35 Processor,13999,2023-06-17,OPPO,4.0,64,5000
770,"OPPO K10 (Blue Flame, 128 GB)",4.4,110994,50MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,14990,2023-06-17,OPPO,6.0,128,5000
771,"OPPO A77 (Sky Blue, 64 GB)",4.2,796,50MP + 2MP,8MP Front Camera,Mediatek Helio G35 Processor,15499,2023-06-17,OPPO,4.0,64,5000
772,"OPPO A16E (Midnight Black, 32 GB)",4.3,916,13MP Rear Camera,5MP Front Camera,Mediatek Helio P22 Processor,9490,2023-06-17,OPPO,3.0,32,4230
773,"OPPO K10 (Black Carbon, 128 GB)",4.4,110994,50MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,14990,2023-06-17,OPPO,6.0,128,5000
774,"OPPO A57 (Glowing Gold, 64 GB)",4.4,3001,13MP + 2MP,8MP Front Camera,Mediatek Helio G35 Processor,13999,2023-06-17,OPPO,4.0,64,5000
776,"OPPO F21s Pro (Starlight Black, 128 GB)",4.1,511,64MP + 2MP + 2MP,32MP + 2MP Dual Front Camera,Qualcomm SM6225 Snapdragon 680 4G (6 nm) Processor,20900,2023-06-17,OPPO,8.0,128,4500
777,"OPPO A77 (Sunset Orange, 128 GB)",4.2,796,50MP + 2MP,8MP Front Camera,Mediatek Helio G35 Processor,15999,2023-06-17,OPPO,4.0,128,5000
778,"OPPO A16k (Midnight Black, 32 GB)",4.3,700,13MP Rear Camera,5MP Front Camera,Mediatek Helio G35 (MT6765) Processor,9990,2023-06-17,OPPO,3.0,32,4230
779,"OPPO A77 (Sky Blue, 128 GB)",4.2,796,50MP + 2MP,8MP Front Camera,Mediatek Helio G35 Processor,15999,2023-06-17,OPPO,4.0,128,5000
780,"OPPO A76 (Glowing Blue, 128 GB)",4.3,469,13MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 680 Processor,16490,2023-06-17,OPPO,6.0,128,5000
781,"OPPO A16E (White, 32 GB)",4.3,916,13MP Rear Camera,5MP Front Camera,Mediatek Helio P22 Processor,9900,2023-06-17,OPPO,3.0,32,4230
782,"OPPO A54 (Crystal Black, 64 GB)",4.4,11092,13MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio P35 Processor,13990,2023-06-17,OPPO,4.0,64,5000
783,"OPPO A54 (Moonlight Gold, 64 GB)",4.4,11092,13MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio P35 Processor,14499,2023-06-17,OPPO,4.0,64,5000
784,"OPPO A785G (Blue, 128 GB)",4.1,33,50MP + 2MP,8MP Front Camera,MediaTek Dimensity 700 Processor,19450,2023-06-17,OPPO,8.0,128,5000
785,"OPPO A31 (Fantasy White, 64 GB)",4.3,22149,12MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio P35 Octa Core Processor,12988,2023-06-17,OPPO,4.0,64,4230
786,"OPPO A16 (Crystal Black, 64 GB)",4.3,4035,13MP Rear Camera,8MP Front Camera,MediaTek Helio G35 Processor,13990,2023-06-17,OPPO,4.0,64,5000
787,"OPPO Find N2 Flip (Moonlit Purple, 256 GB)",4.3,210,50MP + 8MP,32MP Front Camera,Mediatek Dimensity 9000+ Processor,89999,2023-06-17,OPPO,8.0,256,4300
788,"OPPO F17 Pro (Matte Black, 128 GB)",4.3,28618,48MP + 8MP + 2MP + 2MP,16MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,19990,2023-06-17,OPPO,8.0,128,4015
789,"OPPO F19s (Glowing Gold, 128 GB)",4.4,11594,48MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 662 Processor,19990,2023-06-17,OPPO,6.0,128,5000
790,"OPPO A16 (Pearl Blue, 64 GB)",4.3,4035,13MP Rear Camera,8MP Front Camera,MediaTek Helio G35 Processor,13999,2023-06-17,OPPO,4.0,64,5000
791,"OPPO A55 (Starry Black, 128 GB)",4.3,1272,50MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G35 Processor,13999,2023-06-17,OPPO,4.0,128,5000
792,"OPPO A53 (Mint Cream, 64 GB)",4.5,82838,13MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 460 Processor,11990,2023-06-17,OPPO,4.0,64,5000
793,"OPPO A3s (Red, 16 GB)",4.4,29604,13MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 450 Processor,11990,2023-06-17,OPPO,2.0,16,4230
795,"OPPO F19 (Prism Black, 128 GB)",4.3,28408,48MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 662 Processor,15490,2023-06-17,OPPO,6.0,128,5000
796,"OPPO Reno3 Pro (Midnight Black, 128 GB)",4.4,4710,64MP + 13MP + 8MP + 2MP,44MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,32990,2023-06-17,OPPO,8.0,128,4025
797,"OPPO Reno3 Pro (Midnight Black, 256 GB)",4.4,4710,64MP + 13MP + 8MP + 2MP,44MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,35990,2023-06-17,OPPO,8.0,256,4025
799,"OPPO Find N2 Flip (Astral Black, 256 GB)",4.3,210,50MP + 8MP,32MP Front Camera,Mediatek Dimensity 9000+ Processor,89999,2023-06-17,OPPO,8.0,256,4300
800,"OPPO A15 (Mystery Blue, 32 GB)",4.0,258,13MP + 2MP + 2MP,5MP Front Camera,MediaTek Helio P35 (MT6765) Processor,10990,2023-06-17,OPPO,2.0,32,4230
801,"OPPO A3s (Purple, 16 GB)",4.4,29604,13MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 450 Processor,11990,2023-06-17,OPPO,2.0,16,4230
802,"OPPO K10 (Black Carbon, 128 GB)",4.3,5264,50MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,16990,2023-06-17,OPPO,8.0,128,5000
803,"OPPO A16k (Black, 32 GB)",4.3,700,13MP Rear Camera,5MP Front Camera,Mediatek Helio G35 (MT6765) Processor,9490,2023-06-17,OPPO,3.0,32,4230
804,"OPPO A33 (Moonlight Black, 32 GB)",4.4,51589,13MP + 2MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 460 Processor,10490,2023-06-17,OPPO,3.0,32,5000
805,"OPPO A16E (Blue, 32 GB)",4.3,916,13MP Rear Camera,5MP Front Camera,Mediatek Helio P22 Processor,9990,2023-06-17,OPPO,3.0,32,4230
806,"OPPO A15 (Dynamic Black, 32 GB)",4.0,258,13MP + 2MP + 2MP,5MP Front Camera,MediaTek Helio P35 (MT6765) Processor,9990,2023-06-17,OPPO,2.0,32,4230
807,"OPPO A74 5G (Fantastic Purple, 128 GB)",4.3,1253,48MP + 2MP + 2MP,8MP Front Camera,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,19000,2023-06-17,OPPO,6.0,128,5000
808,"OPPO K10 5G (Ocean Blue, 128 GB)",4.4,69762,48MP + 2MP,8MP Front Camera,Mediatek Dimensity 810 Processor,25999,2023-06-17,OPPO,8.0,128,5000
809,"OPPO A33 (Mint Cream, 32 GB)",4.4,51589,13MP + 2MP + 2MP,8MP Front Camera,Qualcomm Snapdragon 460 Processor,9090,2023-06-17,OPPO,3.0,32,5000
810,"OPPO F7 (Black, 128 GB)",4.5,2384,16MP Rear Camera,25MP Front Camera,MTK P60 Octa Core 2.0 GHz Processor,27990,2023-06-17,OPPO,6.0,128,3400
811,"OPPO F7 (Red, 128 GB)",4.5,2384,16MP Rear Camera,25MP Front Camera,MTK P60 Octa Core 2.0 GHz Processor,27990,2023-06-17,OPPO,6.0,128,3400
812,"OPPO A74 5G BLACK (Fluid Black, 128 GB)",4.3,1887,48MP + 2MP + 2MP,8MP Front Camera,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,17899,2023-06-17,OPPO,6.0,128,5000
813,"OPPO F17 Pro (Metallic White, 128 GB)",4.3,28618,48MP + 8MP + 2MP + 2MP,16MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,18999,2023-06-17,OPPO,8.0,128,4015
814,"OPPO F17 Pro (Magic Blue, 128 GB)",4.3,28618,48MP + 8MP + 2MP + 2MP,16MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,19990,2023-06-17,OPPO,8.0,128,4015
815,"OPPO A12 (Blue, 32 GB)",4.4,75515,13MP + 2MP,5MP Front Camera,MediaTek Helio P35 Processor,9990,2023-06-17,OPPO,3.0,32,4230
816,"OPPO F7 (Black, 128 GB)",4.5,2384,16MP Rear Camera,25MP Front Camera,MTK P60 Octa Core 2.0 GHz Processor,27990,2023-06-17,OPPO,6.0,128,3400
817,"OPPO A31 (Mystery Black, 128 GB)",4.3,29964,12MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio P35 Octa Core Processor,12149,2023-06-17,OPPO,6.0,128,4230
818,"OPPO A31 (Lake Green, 64 GB)",4.3,22149,12MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio P35 Octa Core Processor,12990,2023-06-17,OPPO,4.0,64,4230
819,"OPPO A74 5G BLACK (Fluid Black, 128 GB)",4.3,1887,48MP + 2MP + 2MP,8MP Front Camera,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,17899,2023-06-17,OPPO,6.0,128,5000
820,"OPPO F17 Pro (Magic Blue, 128 GB)",4.3,28618,48MP + 8MP + 2MP + 2MP,16MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,19990,2023-06-17,OPPO,8.0,128,4015
821,"OPPO A1K (Black, 32 GB)",4.3,14189,8MP Rear Camera,5MP Front Camera,MediaTek Helio P22 Processor,8090,2023-06-17,OPPO,2.0,32,4000
822,"OPPO A74 5G (Fantastic Purple, 128 GB)",4.3,1253,48MP + 2MP + 2MP,8MP Front Camera,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,20980,2023-06-17,OPPO,6.0,128,5000
823,"OPPO Reno6 5G (Aurora, 128 GB)",4.3,53573,64MP + 8MP + 2MP,32MP Front Camera,MediaTek Dimensity 900 Processor,29990,2023-06-17,OPPO,8.0,128,4300
824,"OPPO A55 (Mint Green, 128 GB)",4.3,1272,50MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G35 Processor,13999,2023-06-17,OPPO,4.0,128,5000
826,"OPPO F7 (Red, 128 GB)",4.5,2384,16MP Rear Camera,25MP Front Camera,MTK P60 Octa Core 2.0 GHz Processor,27990,2023-06-17,OPPO,6.0,128,3400
827,"OPPO A96 (Sunset Blue, 128 GB)",4.3,1081,50MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,17999,2023-06-17,OPPO,8.0,128,5000
829,"OPPO A55 (Rainbow Blue, 128 GB)",4.3,1272,50MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G35 Processor,13999,2023-06-17,OPPO,4.0,128,5000
830,"OPPO A12 (Blue, 64 GB)",4.4,67861,13MP + 2MP,5MP Front Camera,MediaTek Helio P35 Processor,10990,2023-06-17,OPPO,4.0,64,4230
831,"OPPO A55 (Rainbow Blue, 64 GB)",4.3,1272,50MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G35 Processor,13499,2023-06-17,OPPO,4.0,64,5000
832,"OPPO A12 (Blue, 32 GB)",4.4,75515,13MP + 2MP,5MP Front Camera,MediaTek Helio P35 Processor,9990,2023-06-17,OPPO,3.0,32,4230
833,"OPPO F17 Pro (Metallic White, 128 GB)",4.3,28618,48MP + 8MP + 2MP + 2MP,16MP + 2MP Dual Front Camera,MediaTek Helio P95 Processor,18999,2023-06-17,OPPO,8.0,128,4015
